date,temperature_2m,cloud_cover,wind_speed_10m,diffuse_radiation,direct_normal_irradiance,shortwave_radiation,apparent_temperature,location,fetch_timestamp_utc
2025-03-05 00:00:00+00:00,2.0045,21.0,11.879999,0.0,0.0,0.0,-1.5970149,Eelde,2025-03-12 10:06:54.942158
2025-03-05 01:00:00+00:00,1.5044999,0.0,13.32,0.0,0.0,0.0,-2.5091548,Eelde,2025-03-12 10:06:54.942158
2025-03-05 02:00:00+00:00,3.2045,55.0,14.4,0.0,0.0,0.0,-0.8198075,Eelde,2025-03-12 10:06:54.942158
2025-03-05 03:00:00+00:00,1.9545,98.0,10.799999,0.0,0.0,0.0,-1.6447587,Eelde,2025-03-12 10:06:54.942158
2025-03-05 04:00:00+00:00,1.3544999,100.0,16.56,0.0,0.0,0.0,-3.0144145,Eelde,2025-03-12 10:06:54.942158
2025-03-05 05:00:00+00:00,2.6045,17.0,16.199999,0.0,0.0,0.0,-1.7535636,Eelde,2025-03-12 10:06:54.942158
2025-03-05 06:00:00+00:00,2.4545,66.0,15.119999,0.0,0.0,0.0,-1.7446442,Eelde,2025-03-12 10:06:54.942158
2025-03-05 07:00:00+00:00,1.5044999,100.0,15.4800005,20.089403,43.151535,24.0,-2.7057395,Eelde,2025-03-12 10:06:54.942158
2025-03-05 08:00:00+00:00,4.5545,83.0,17.28,61.736294,68.136055,74.0,0.1948905,Eelde,2025-03-12 10:06:54.942158
2025-03-05 09:00:00+00:00,6.4545,100.0,19.44,115.9259,501.47498,271.0,2.0190372,Eelde,2025-03-12 10:06:54.942158
2025-03-05 10:00:00+00:00,5.3045,30.0,16.56,134.32925,601.4135,382.0,1.458066,Eelde,2025-03-12 10:06:54.942158
2025-03-05 11:00:00+00:00,10.554501,41.0,20.519999,142.8224,661.8441,461.0,6.1011906,Eelde,2025-03-12 10:06:54.942158
2025-03-05 12:00:00+00:00,11.4045,83.0,19.08,145.75117,688.8748,498.0,7.276248,Eelde,2025-03-12 10:06:54.942158
2025-03-05 13:00:00+00:00,11.6545,88.0,17.64,144.03268,691.82074,491.0,7.879876,Eelde,2025-03-12 10:06:54.942158
2025-03-05 14:00:00+00:00,12.7545,100.0,18.359999,139.66507,635.7094,427.0,8.949835,Eelde,2025-03-12 10:06:54.942158
2025-03-05 15:00:00+00:00,12.554501,98.0,16.199999,127.45439,545.02997,327.0,9.074723,Eelde,2025-03-12 10:06:54.942158
2025-03-05 16:00:00+00:00,11.9045,0.0,14.759999,100.88345,416.83652,205.0,8.842624,Eelde,2025-03-12 10:06:54.942158
2025-03-05 17:00:00+00:00,10.5045,0.0,10.440001,51.4783,213.76688,79.0,7.644292,Eelde,2025-03-12 10:06:54.942158
2025-03-05 18:00:00+00:00,9.304501,0.0,10.08,2.105648,0.0,2.0,6.6384115,Eelde,2025-03-12 10:06:54.942158
2025-03-05 19:00:00+00:00,7.5545,0.0,9.72,0.0,0.0,0.0,4.9248943,Eelde,2025-03-12 10:06:54.942158
2025-03-05 20:00:00+00:00,6.4545,0.0,11.5199995,0.0,0.0,0.0,3.2411137,Eelde,2025-03-12 10:06:54.942158
2025-03-05 21:00:00+00:00,6.5545,0.0,11.159999,0.0,0.0,0.0,3.4461489,Eelde,2025-03-12 10:06:54.942158
2025-03-05 22:00:00+00:00,5.6045003,0.0,12.24,0.0,0.0,0.0,2.3525162,Eelde,2025-03-12 10:06:54.942158
